a, center_x, center_y, center_z, L_x, L_y, L_z, bulk_velocity_x, bulk_velocity_y, bulk_velocity_z, Rvir, Mvir, Lmag, sfr, Mstar, Mgas, compaction_stage
0.27, -0.825982, 0.753889, 15.265, -0.446521, 0.522493, 0.726374, 31.6508, 21.0975, -0.446521, 53.5, 221037000000.0, 258.527, 3.3824, 1749260000.0, 26360800000.0, during
0.28, -0.499942, 0.628646, 7.65682, -0.199306, 0.883557, 0.423797, 1.94643, -15.915, -0.199306, 58.75, 265209000000.0, 332.19, 5.97754, 2532830000.0, 30452800000.0, during
0.29, -0.603836, -0.629431, -14.106, -0.223095, 0.642465, 0.733122, -21.1104, 16.5928, -0.223095, 62.75, 288800000000.0, 412.322, 6.0366, 3455130000.0, 33117200000.0, during
0.3, -0.756333, 0.0054016, 23.7205, -0.383926, 0.559185, 0.734788, 24.5318, -18.3678, -0.383926, 66.0, 308382000000.0, 527.802, 4.69981, 3882480000.0, 35789200000.0, during
0.31, -0.610539, 0.272898, 2.87132, -0.352744, 0.557099, 0.751806, -41.8009, 46.299, -0.352744, 68.75, 314631000000.0, 499.858, 5.01791, 4470990000.0, 37896700000.0, during
0.32, 1.20122, -1.57777, -64.6808, -0.251789, 0.510712, 0.822056, -42.4393, 24.6941, -0.251789, 70.75, 315028000000.0, 881.016, 7.77289, 5212400000.0, 39333700000.0, during
0.33, 0.842502, 0.300199, -45.2501, -0.0831949, 0.458021, 0.88504, -6.96357, 11.0901, -0.0831949, 72.5, 314106000000.0, 801.128, 7.1735, 5709250000.0, 38885100000.0, during
0.34, 1.03711, -0.422366, -20.8467, -0.201122, 0.358237, 0.911711, -9.89789, -21.3024, -0.201122, 75.25, 320645000000.0, 841.438, 11.4786, 7469170000.0, 38246800000.0, post
0.35, 1.81751, -0.841204, -33.3749, -0.120132, 0.366716, 0.922544, -3.61423, 2.25637, -0.120132, 77.75, 325979000000.0, 1055.55, 10.5319, 8176430000.0, 38136900000.0, post
0.36, 1.21569, -0.679026, -21.1485, -0.0978063, 0.425863, 0.899486, -33.2597, 19.5736, -0.0978063, 81.25, 340563000000.0, 1126.57, 10.9645, 9211780000.0, 38308000000.0, post
0.37, 1.31094, -0.0295387, -28.0113, -0.0524526, 0.433248, 0.899747, -0.936615, -6.24887, -0.0524526, 87.75, 388318000000.0, 1232.04, 11.7356, 10459000000.0, 40251300000.0, post
0.38, -0.339701, -0.0176207, -19.6994, -0.0590715, 0.491122, 0.869085, -20.0024, 11.6796, -0.0590715, 94.25, 439396000000.0, 1152.06, 18.7584, 13406300000.0, 43191300000.0, post
0.39, -0.116468, 0.101112, -11.862, -0.0855407, 0.487059, 0.86917, 66.8137, -29.894, -0.0855407, 100.25, 487075000000.0, 1266.0, 29.4739, 18638700000.0, 44121300000.0, post
0.4, 0.722008, -0.205571, 34.9805, -0.000903101, 0.454962, 0.89051, -27.1708, 26.3143, -0.000903101, 108.5, 560624000000.0, 1374.92, 28.6727, 21926700000.0, 44628700000.0, post
0.41, 0.585805, -0.0395197, -12.2051, -0.0398118, 0.288037, 0.956791, 8.3957, -13.6536, -0.0398118, 114.75, 616866000000.0, 1189.08, 8.77682, 24397900000.0, 47099000000.0, post
0.42, -2.06805, 0.972074, 22.78, -0.0647758, 0.265732, 0.961868, 10.3052, -3.7473, -0.0647758, 124.0, 710479000000.0, 1245.46, 15.058, 27531700000.0, 55140500000.0, post
0.43, -0.523815, 0.594274, 32.13, -0.0647028, 0.34835, 0.935129, 109.674, -46.4208, -0.0647028, 130.0, 763541000000.0, 1305.49, 9.59138, 29912100000.0, 59609900000.0, post
0.44, -1.27147, 0.244422, 42.2171, -0.018181, 0.231177, 0.972742, -8.34631, 9.38503, -0.018181, 135.25, 806030000000.0, 1361.33, 9.54049, 32071500000.0, 63510300000.0, post
0.45, -1.93913, -0.652715, -10.7142, -0.0879867, -0.122267, 0.988589, -41.9714, -24.5876, -0.0879867, 139.75, 838372000000.0, 1262.92, 39.1832, 39838300000.0, 62846000000.0, post
0.46, 0.495257, -0.187284, -43.8697, -0.110006, -0.0584916, 0.992208, -55.0892, -13.0636, -0.110006, 144.0, 859389000000.0, 1493.2, 16.6028, 40592000000.0, 61716700000.0, post
0.47, -2.0462, -0.222978, -26.0866, -0.0362973, 0.00377066, 0.999334, 22.2207, 25.4004, -0.0362973, 147.25, 868325000000.0, 1360.33, 15.9302, 50404500000.0, 61246200000.0, post
0.48, 2.47051, 1.06412, -105.111, 0.0623157, -0.117907, 0.991067, 57.1014, 15.1071, 0.0623157, 150.5, 875682000000.0, 1594.18, 23.0391, 53347000000.0, 59928200000.0, post
0.49, 1.16938, 0.612083, -45.4872, -0.1044, -0.170333, 0.979841, 40.0008, -18.652, -0.1044, 153.5, 883107000000.0, 1841.02, 18.2542, 55698400000.0, 60004400000.0, post
0.5, 1.10293, 0.582868, -5.78598, 0.0606423, -0.0849658, 0.994537, 29.3183, 2.40768, 0.0606423, 156.5, 881214000000.0, 1660.37, 13.7798, 57294900000.0, 59124600000.0, post
0.51, 0.995922, 0.202741, -8.81553, -0.0435804, -0.0231871, 0.998781, 20.3003, -3.08279, -0.0435804, 158.25, 868169000000.0, 1893.02, 17.6862, 60682800000.0, 57198100000.0, post
