a, center_x, center_y, center_z, L_x, L_y, L_z, bulk_velocity_x, bulk_velocity_y, bulk_velocity_z, Rvir, Mvir, Lmag, sfr, Mstar, Mgas, compaction_stage
0.1, 0.134224, -0.0504997, -34.4294, 0.725613, 0.175746, 0.665281, 24.6357, 19.1206, 0.725613, 5.0, 3185910000.0, 12.4842, 0.0338822, 6122680.0, 240308000.0, pre
0.11, 0.169617, -0.109726, -27.1123, 0.193684, 0.487692, 0.85126, 0.993032, 18.304, 0.193684, 6.5, 5892880000.0, 13.1648, 0.103707, 13084200.0, 515106000.0, pre
0.12, 0.0789313, 0.181823, -6.87431, 0.890098, -0.281347, 0.358564, -3.33217, 10.3373, 0.890098, 8.5, 10050100000.0, 8.48573, 0.366363, 34990900.0, 1003780000.0, pre
0.13, 0.0634587, -0.138741, -18.6109, 0.230518, 0.972911, -0.0174797, 10.945, 15.3255, 0.230518, 10.5, 14236100000.0, 3.39245, 0.529235, 92529100.0, 1317460000.0, pre
0.14, 0.113635, 0.061372, -50.0456, 0.480121, 0.65421, 0.584374, 16.0937, 4.92656, 0.480121, 13.5, 25034500000.0, 19.922, 0.647867, 144770000.0, 2443230000.0, pre
0.15, 0.103882, -0.427017, -21.8168, 0.992055, 0.116806, -0.0467264, 10.4436, -1.08371, 0.992055, 15.25, 29027100000.0, 43.5063, 0.438864, 172834000.0, 2810480000.0, pre
0.16, 0.329972, -0.0498967, 13.3178, 0.753875, -0.631012, 0.183022, 0.502702, 25.816, 0.753875, 17.0, 33298200000.0, 55.5091, 1.14153, 264308000.0, 3531590000.0, pre
0.17, -0.0544652, 0.0157358, -21.3574, 0.49869, -0.124616, 0.857776, -3.43351, 12.4671, 0.49869, 18.0, 33113000000.0, 8.91664, 2.66118, 525432000.0, 3815700000.0, pre
0.18, -0.0114676, -0.00364982, -2.11935, -0.434022, -0.442271, 0.78487, -2.00853, 4.97524, -0.434022, 22.75, 55691900000.0, 12.2575, 4.3666, 1133060000.0, 5617890000.0, pre
0.19, 0.0159401, 0.0119652, -3.48213, -0.562457, 0.163673, 0.810465, 9.02348, -2.74027, -0.562457, 30.5, 114976000000.0, 30.6349, 7.70615, 1980930000.0, 9793300000.0, pre
0.2, 0.0024156, -0.00965787, -4.08478, -0.820622, 0.120185, 0.55869, -0.694525, 0.65331, -0.820622, 34.25, 140808000000.0, 32.1889, 15.9925, 5085530000.0, 10396600000.0, pre
0.21, 0.0979188, 0.0272879, 4.81958, -0.517852, -0.0698623, 0.852613, -10.9431, -0.52191, -0.517852, 40.75, 205341000000.0, 53.7941, 8.55607, 6224970000.0, 14376200000.0, pre
0.22, 0.0340025, -0.211222, -24.2821, -0.387292, -0.868452, 0.30951, -0.467024, -14.4408, -0.387292, 50.25, 331999000000.0, 306.415, 11.5468, 7798460000.0, 29231300000.0, during
0.23, -0.13693, 0.895355, 14.5801, -0.569046, -0.641792, 0.514092, 64.3584, 20.9735, -0.569046, 57.0, 424165000000.0, 395.088, 35.9687, 11062200000.0, 39193000000.0, during
0.24, 0.0107459, -0.134571, -4.43355, -0.450802, -0.837231, -0.309553, -3.2672, 3.45721, -0.450802, 63.0, 503109000000.0, 202.629, 48.7491, 19523000000.0, 41536500000.0, during
0.25, 0.330284, -0.0359404, -8.71924, -0.609796, -0.539505, -0.580589, 28.3872, 6.54973, -0.609796, 69.75, 608832000000.0, 457.533, 48.3401, 26125000000.0, 46252300000.0, during
0.26, 0.296543, -0.0912467, 19.5344, -0.645927, -0.293986, -0.704521, -6.1242, 22.524, -0.645927, 75.0, 673795000000.0, 576.799, 36.287, 32062800000.0, 47333600000.0, during
0.27, 0.657969, -0.674371, -6.86684, -0.848313, 0.0700998, -0.524834, 4.75497, 14.7801, -0.848313, 79.75, 722378000000.0, 1052.41, 51.6621, 36671100000.0, 48471800000.0, during
0.28, 1.29254, -0.401828, 6.59276, -0.878999, 0.0141846, -0.476612, 5.10558, -24.0708, -0.878999, 85.0, 781499000000.0, 1269.39, 39.3043, 41703100000.0, 51024400000.0, during
0.29, 1.62882, -1.70876, 6.9203, -0.866494, -0.0563668, -0.495996, -2.20936, -14.5724, -0.866494, 89.0, 811039000000.0, 1597.01, 33.792, 43846100000.0, 54283600000.0, post
0.3, 1.67961, -0.486928, -6.81569, -0.848819, -0.0690098, -0.52416, 38.055, -0.675985, -0.848819, 92.5, 829679000000.0, 1647.3, 23.7106, 46994600000.0, 57078900000.0, post
