a, center_x, center_y, center_z, L_x, L_y, L_z, bulk_velocity_x, bulk_velocity_y, bulk_velocity_z, Rvir, Mvir, Lmag, sfr, Mstar, Mgas, compaction_stage
0.15, 0.0253196, -0.29214, -4.38873, -0.760201, 0.395732, 0.515258, -28.0323, 36.3427, -0.760201, 11.0, 10689600000.0, 23.6377, 0.0533262, 9616600.0, 1230380000.0, pre
0.16, -0.0268009, 0.115706, -1.05173, 0.224966, -0.964749, 0.136562, 6.41141, 11.1083, 0.224966, 13.0, 15114700000.0, 31.5143, 0.676998, 45859300.0, 1584050000.0, pre
0.17, 0.104257, 0.185753, -13.1897, -0.476817, -0.602675, 0.639866, -24.819, 29.3036, -0.476817, 15.25, 19579100000.0, 16.544, 0.0115853, 55070000.0, 1748500000.0, pre
0.18, 0.284562, 0.0848143, 19.7183, -0.282399, 0.742735, 0.60712, -1.05519, -3.58866, -0.282399, 16.75, 22002900000.0, 32.4539, 0.213436, 74013800.0, 1946260000.0, pre
0.19, 0.0436154, 0.170146, -5.48871, 0.764225, 0.358837, 0.535907, -36.4131, 41.2089, 0.764225, 18.25, 24344700000.0, 15.6, 0.118514, 73112400.0, 2290320000.0, pre
0.2, -0.207835, -0.298067, -6.44879, -0.723536, -0.205782, 0.658901, -5.24039, 33.8623, -0.723536, 19.75, 26512100000.0, 20.7251, 0.286409, 122386000.0, 2463160000.0, pre
0.21, -0.35419, 0.00731317, -8.26675, -0.813437, -0.569237, 0.119541, 11.6177, 33.0652, -0.813437, 21.25, 28415700000.0, 36.1328, 0.37256, 151908000.0, 2871190000.0, pre
0.22, 0.196578, 0.132464, -3.01909, 0.678478, -0.658993, -0.324646, -9.92563, 36.5273, 0.678478, 22.0, 27974200000.0, 38.5303, 0.517355, 194047000.0, 2941790000.0, pre
0.23, 0.0811284, 0.0461075, 14.2522, -0.52371, -0.414858, -0.744057, 14.8942, -0.481477, -0.52371, 24.25, 32265300000.0, 26.6814, 0.274801, 253714000.0, 3256510000.0, pre
0.24, 0.0578536, 0.64647, 25.8992, -0.251177, 0.816208, -0.520302, 5.86831, 3.36553, -0.251177, 28.0, 44213300000.0, 25.8887, 0.110175, 285531000.0, 4457740000.0, pre
0.25, 0.370117, 0.116773, 30.5355, 0.787109, 0.572924, -0.228512, -43.9359, 33.9174, 0.787109, 31.0, 53772900000.0, 113.548, 0.622544, 396428000.0, 5337550000.0, pre
0.26, 0.385478, -1.31474, -1.77372, 0.939366, 0.312446, -0.141309, 40.8255, 12.4589, 0.939366, 33.25, 58783000000.0, 124.146, 0.309519, 398615000.0, 5675470000.0, pre
0.27, -0.0759551, 0.653425, -0.161988, 0.764527, -0.167358, -0.622487, -18.1911, -0.54606, 0.764527, 35.0, 62636800000.0, 149.427, 0.0968935, 476561000.0, 5726060000.0, pre
