a, center_x, center_y, center_z, L_x, L_y, L_z, bulk_velocity_x, bulk_velocity_y, bulk_velocity_z, Rvir, Mvir, Lmag, sfr, Mstar, Mgas, compaction_stage
0.12, 0.0305247, -0.283274, -25.3725, -0.0996435, 0.971521, -0.214984, -8.44512, -43.2135, -0.0996435, 7.0, 5608660000.0, 28.8586, 0.0458965, 8378390.0, 484606000.0, pre
0.13, -0.237737, 0.040479, -12.0318, 0.713497, 0.626188, -0.314341, -44.5894, -37.6129, 0.713497, 9.5, 10877300000.0, 23.1082, 0.148887, 22057700.0, 1023990000.0, pre
0.14, -0.311697, -0.205952, 2.32225, 0.500865, 0.710434, -0.494386, -44.5972, -29.2844, 0.500865, 11.25, 14749300000.0, 6.22103, 0.280018, 39772500.0, 1266040000.0, pre
0.15, -0.199059, 0.10691, -11.8211, 0.99649, 0.0835197, 0.00558483, -26.2803, -24.4228, 0.99649, 12.75, 17288800000.0, 13.1062, 0.179777, 74242600.0, 1219200000.0, pre
0.16, 0.0874692, -0.0449843, 7.98187, 0.130885, 0.827934, -0.545339, -48.2009, -46.6516, 0.130885, 14.0, 18035800000.0, 38.9892, 0.0800793, 76012600.0, 1331290000.0, pre
0.17, -0.239165, 0.0962363, -2.14267, 0.992622, 0.0450608, -0.11257, -22.4967, -42.4772, 0.992622, 14.5, 17133100000.0, 26.8852, 0.170125, 86960300.0, 1340480000.0, pre
0.18, -0.104987, -0.0990717, 4.43351, 0.912293, -0.40235, 0.076392, -25.3664, -62.2542, 0.912293, 15.75, 18137900000.0, 55.803, 0.0954741, 117298000.0, 1224310000.0, pre
0.19, -0.418101, -0.0169862, 8.10169, 0.713375, -0.675284, 0.18732, 8.5058, -29.4853, 0.713375, 16.75, 18818200000.0, 67.1755, 0.0302196, 123835000.0, 1168730000.0, pre
0.2, -0.327585, 0.179538, 1.00066, 0.818137, -0.561204, -0.125306, -9.78584, -42.6518, 0.818137, 18.0, 20319000000.0, 39.5518, 0.174769, 148911000.0, 1357580000.0, pre
0.21, -0.272763, -0.125924, 24.4181, 0.866387, -0.434263, 0.246553, -28.9871, -35.536, 0.866387, 19.25, 21448400000.0, 31.2723, 0.165761, 176426000.0, 1437650000.0, pre
0.22, -0.191802, -0.39488, 20.5837, 0.707618, 0.687296, -0.164018, -13.9542, -38.241, 0.707618, 20.5, 22338900000.0, 47.0798, 0.216832, 200884000.0, 1368930000.0, pre
0.23, -0.719339, -0.184842, 29.9453, 0.785646, 0.353401, 0.507806, -27.72, -31.8633, 0.785646, 21.75, 23405500000.0, 69.8375, 0.37713, 231387000.0, 1106820000.0, pre
