Metadata recorded on file /project/projectdirs/agora/paper_CGM/ThinTimeSteps/ART-I/Cosmo_v17/10MpcBox_csf512_00793.d with agora_analysis version 1.0 on date 2022-04-08 17:28:13.686129
a, center_x, center_y, center_z, Rvir, L_x, L_y, L_z, bulk_velocity_x, bulk_velocity_y, bulk_velocity_z, unitary_conversion
0.1111111111111111, 0.4979697219899452, 0.5109988645594937, 0.5002113138280099, 11.808633628251386, -0.624094087629866, -0.6290334686049106, 0.46349052326916035, -61.83912276356586, 95.30646916950748, 42.540848546494594, 0.00010530113308111096
0.11363636363636363, 0.497851242662698, 0.5113325068213203, 0.5003337845492721, 12.281781804606425, -0.845672979181511, -0.13768637254378394, -0.5156352151453604, -61.97338955330682, 95.33258773964478, 41.8490277169312, 0.000103083935703145
0.11627906976744186, 0.49770432609993653, 0.5116577216361466, 0.5005301849386184, 12.79981632532724, 0.11981544421084714, 0.5109320306091737, -0.8512301213104149, -61.44752156781631, 93.32573657042698, 40.78410672547495, 0.00010054971721302418
0.11904761904761904, 0.49744623771394114, 0.5119051698962219, 0.5007211047925653, 13.371765845261569, -0.4444077866279507, -0.26711524569468276, 0.8550737773443383, -59.75856167497798, 95.29636597049749, 40.06421560348454, 9.807984872178829e-05
0.12195121951219513, 0.49736335056243547, 0.5121347437016407, 0.5007121558581474, 13.994084529294371, -0.5601202309116787, 0.7909106351966596, -0.24642583885677266, -59.80251849950262, 98.29347638583614, 40.76582819834702, 9.56743311466636e-05
0.125, 0.4972444039803166, 0.5123448091832107, 0.5007346178425349, 14.293753318731953, -0.38836854250305936, 0.2423598718227121, -0.8890621843966416, -59.575242029158545, 99.82079118945083, 40.618564926433976, 9.35999499177557e-05
0.1282051282051282, 0.4968827877009863, 0.5126645478106, 0.500822920470059, 14.983140035127366, -0.5713792642780441, -0.6208456500077543, 0.5367275055552212, -58.653726653294335, 102.02008939584258, 40.670679886969836, 9.10364550868574e-05
0.13157894736842105, 0.49672824383570535, 0.5129683518523951, 0.5010907503889702, 15.74804719477502, -0.6176603150100919, -0.5335807450524452, 0.5777433026621007, -56.872254998035466, 102.56478481651025, 40.17034073385759, 8.879824670847622e-05
0.13513513513513511, 0.49665712435618053, 0.5133676775563962, 0.5013308823486342, 14.516621481757193, 0.37946554341574446, 0.6016939625119384, -0.7028301906128362, -56.580471152027506, 102.98852719888168, 39.73305777169601, 8.662204901656447e-05
0.1388888888888889, 0.49651589519938394, 0.5138020167274849, 0.5014598858529594, 17.003114949515993, -0.16125631117869427, 0.3808529825204366, -0.9104654896317202, -56.83292237139433, 102.38631452110559, 40.34540249937545, 8.449499063629609e-05
