Metadata recorded on file /project/projectdirs/agora/paper_CGM/ThinTimeSteps/AREPO/Cal4/final/snap_101.hdf5 with agora_analysis version 1.0 on date 2023-04-04 12:55:54.421531
a, center_x, center_y, center_z, Rvir, L_x, L_y, L_z, bulk_velocity_x, bulk_velocity_y, bulk_velocity_z, unitary_conversion
0.1111111111111111, 0.4978177476484475, 0.511201305605576, 0.5001508819034663, 10.988031385522156, -0.8531749732661319, -0.5134111689749032, 0.09220323510679271, -63.162409512095486, 94.64298688521104, 42.65805192426582, 0.00010536512632748899
0.11363636363636363, 0.49768372451278037, 0.511422653587941, 0.5002358543516728, 12.572432569975092, -0.9437176331560488, -0.225678193175461, -0.24179822579044027, -63.823188058616104, 95.31534514407504, 42.76595362240868, 0.00010322236374374653
0.11627906976744186, 0.4974956915793194, 0.511740259173437, 0.5003472753883222, 13.187816644905636, -0.8866834608522598, -0.4550735140723607, -0.08185680815235834, -63.96198289556488, 96.45336205369671, 42.3911963582781, 0.00010043297876396695
0.11904761904761904, 0.4973261599421006, 0.5120290637719986, 0.5004615574501635, 12.324400444259425, 0.4594287829259587, 0.8255515652196488, -0.3277038397433886, -62.903838580526426, 98.61905568343263, 41.242445397354295, 9.805417036675704e-05
0.12195121951219513, 0.497142386757259, 0.5123115741151378, 0.5005779693863147, 12.898375302155912, 0.22368654447889727, 0.1751148520169223, 0.9588008752719106, -62.05428146912142, 100.72710185691307, 40.89015493867061, 9.573170530875985e-05
0.125, 0.49695368625125347, 0.5126007601837254, 0.5007130733537213, 14.817133193190937, 0.14525589488365953, 0.9807988985987425, 0.13013164683904058, -61.30010362532247, 102.13603792445892, 41.06406030220736, 9.346424906808727e-05
0.1282051282051282, 0.4967262665376473, 0.5129359451795686, 0.5008751027471027, 15.569503134460955, -0.6379954747676491, 0.3648340177651127, -0.6781282427810889, -60.339417382822006, 101.76378525053855, 40.383767805177555, 9.093855828712321e-05
0.13157894736842105, 0.49653937801426307, 0.5132415344592576, 0.5010237489004185, 14.623277907364894, -0.6779271712759969, 0.5164832427857186, 0.5231250427644176, -59.8786154381157, 102.97342117425782, 40.11011396809631, 8.878463027716178e-05
0.13513513513513511, 0.4963779526150889, 0.5135549120853029, 0.501155642161776, 15.379379461978004, 0.3079032186485998, 0.76918119190229, -0.559960625374325, -58.8331523857105, 103.04913684455757, 38.8363622663331, 8.66817191951073e-05
0.1388888888888889, 0.49622231284463675, 0.513866286993714, 0.5012749469122881, 17.65797564494082, -0.023106316857912527, 0.43276636024035164, -0.9012099508802486, -58.3881830283897, 103.03573530139947, 38.411768898247296, 8.462861667795001e-05
0.14285714285714285, 0.4959869776279991, 0.5143097141093264, 0.5014800188402267, 18.606523143819583, 0.7212966584523073, 0.0964123598713595, 0.6858832170053228, -58.48512169979135, 102.90273673268584, 38.54753225035511, 8.177968279844134e-05
0.14705882352941177, 0.4958102298494626, 0.514629449569132, 0.5016106405348322, 19.364031787489022, 0.7928098567533, 0.3692017213363911, -0.4849150647248008, -59.39617636752836, 102.57441101163677, 38.417983097533735, 7.984268761462543e-05
0.15151515151515152, 0.495567678491507, 0.5151188756120003, 0.5017619251891586, 20.536557533065512, 0.06513357128977072, -0.9642973383972866, 0.25668708781500754, -61.456998325438605, 101.94389633210993, 37.08773504333814, 7.715486703211555e-05
0.15625, 0.495336412288476, 0.515612879295176, 0.5019264977160441, 21.557952656125703, 0.887644193806873, -0.42052436873731913, -0.18774195188882498, -62.26795305102356, 101.82136686944921, 36.39739940526168, 7.455752911870912e-05
0.16129032258064516, 0.49511709881291427, 0.5160469286059919, 0.502099971210194, 22.809455447212052, 0.951043290622788, -0.2952840869867887, -0.0912357788028242, -62.0708275667158, 100.64655912399894, 34.32831565990238, 7.229476802143984e-05
0.16666666666666666, 0.4948683485670423, 0.5164600606437364, 0.5022572322282551, 24.621075853494986, 0.98708528501838, -0.1543883664295447, 0.04274192802623924, -60.13037680514748, 99.41246612349632, 32.06396713172287, 7.010067990520733e-05
0.1724137931034483, 0.4946178499168865, 0.5168166079610145, 0.502369225469943, 26.881284731124, 0.7916428106541399, -0.5599823430834925, 0.24437969591260122, -57.88407419090536, 109.98057986665607, 38.89605206197987, 6.820634444816093e-05
0.17857142857142858, 0.49425806010439055, 0.5173330865865324, 0.5024629399395696, 30.265313507434215, 0.7369674394748105, -0.5051029594244342, 0.4491658864324182, -57.52452168405382, 125.45228309126071, 53.38064548023296, 6.546039016748247e-05
0.18518518518518517, 0.49413462276193443, 0.517801341042979, 0.5023869320369654, 32.787077389867434, 0.692230841157365, -0.5824946610618483, 0.42604745320798404, -58.166985138545336, 130.32033442710144, 59.40961262574199, 6.325673458814475e-05
0.1923076923076923, 0.4939005591120489, 0.5186524006701334, 0.5026690609100789, 35.927714597367086, 0.761182057722522, -0.46363758854832837, 0.4534777408940798, -58.997039877999875, 131.26143948977327, 62.61424664871231, 6.0710049195027534e-05
0.2, 0.49349114640705405, 0.5193132657003483, 0.5030879785765453, 38.42069829989958, 0.7225636520340002, -0.5142288066188584, 0.46202868222939697, -59.443015572909616, 132.55120541260004, 63.619892636420246, 5.846575770474827e-05
0.2040816326530612, 0.49329046138441, 0.5196883143138685, 0.5032724829122693, 39.403033909476605, 0.7145484021856334, -0.5362551611672247, 0.4492782913245109, -59.90476705440361, 133.37173259076073, 64.43010690280175, 5.727676621955317e-05
0.20833333333333334, 0.49312471265827895, 0.520022195953791, 0.503426628591788, 40.74262013723006, 0.6902347327726436, -0.544491519779039, 0.47655534679928785, -60.28792361660722, 133.47739129489355, 65.56725974827364, 5.630443179199902e-05
0.2127659574468085, 0.4929161439217723, 0.5205303776062521, 0.5036498203459435, 41.726938612043725, 0.664364329324373, -0.5893385568017779, 0.4596739098406321, -60.80482208473439, 133.97325049158908, 66.52530586193893, 5.497083144682049e-05
0.2173913043478261, 0.4927406677099876, 0.5208678514222489, 0.5038321948073576, 42.76466893897495, 0.6668169904883327, -0.5518108309517071, 0.500859169867608, -60.854886987320356, 134.2700240275676, 67.25969957531697, 5.4037642730786167e-05
0.2222222222222222, 0.49251982835432373, 0.5213409696215222, 0.5040430205748496, 43.71641212735236, 0.6342945079002634, -0.5725170682247609, 0.5195138918632369, -60.000970699635104, 135.1437444471878, 67.85805136071463, 5.275773248740367e-05
0.22727272727272727, 0.492269107179986, 0.5219142554916887, 0.5043126563046239, 45.28696661080827, 0.6558189150833653, -0.5893079382531461, 0.4718238066595452, -60.026762956623145, 135.6621070845721, 68.41940276393572, 5.1332056681984914e-05
0.23255813953488372, 0.4920384449711621, 0.5224056842521914, 0.5045403303315804, 46.33338381451792, 0.6464023322193182, -0.601071233746226, 0.4699759534957253, -60.69514397070776, 135.52110987367104, 68.38985910610926, 5.011622967989893e-05
0.23809523809523808, 0.4918787679762721, 0.5227750426044963, 0.5047091626070853, 47.61092374170472, 0.6741374315919193, -0.6069559202008611, 0.42088387265346294, -61.83727208608023, 135.57736482670154, 67.9562001435013, 4.9265453026234754e-05
0.24390243902439027, 0.4916316071888403, 0.5232853541312671, 0.5049385850383259, 49.548408318573124, 0.5595824762869158, -0.6932606446836367, 0.4541554037611264, -63.58939179449715, 135.31483078423392, 66.41841475330887, 4.8098574628387183e-05
0.25, 0.49133555465979156, 0.5238865191024725, 0.5052255458650972, 51.3496155379606, 0.5257283083783227, -0.6776088897640604, 0.5142527960861125, -65.31770807069547, 135.47278614894273, 65.56069841718616, 4.6798803563753354e-05
0.25641025641025644, 0.49111020124215754, 0.5243361768951701, 0.5054343371257854, 52.853549846609596, 0.5036298494590025, -0.6887773792843636, 0.521481252318879, -66.26967850727279, 135.95489107380155, 65.5454119228841, 4.584707761100647e-05
0.2631578947368421, 0.49080648752342804, 0.5249508522631164, 0.5057070564049339, 55.804313217012016, 0.4403401800968781, -0.6998705539534337, 0.5623893077763507, -66.50062215543645, 138.1030323780682, 65.81667088153021, 4.460814890392505e-05
0.27027027027027023, 0.4904528648096799, 0.5256430932029383, 0.5059872143495818, 58.39930466433998, 0.3836559986752656, -0.7488513038428035, 0.5403978158851288, -67.58183224594819, 142.6424317360338, 68.14533924306882, 4.3254327430036267e-05
0.2777777777777778, 0.4901508677060654, 0.5262727730585589, 0.5062196885410273, 61.41986308394603, 0.32403959574131613, -0.7657550022963634, 0.5555336325101308, -70.17212939114336, 153.77057622276297, 78.8390038819429, 4.208546278803547e-05
0.2857142857142857, 0.48989340722794184, 0.5268415130775868, 0.5064051783409841, 65.20135106924974, 0.2810039263204645, -0.770614044177064, 0.5720059338062438, -73.96980472877634, 154.97785455841748, 83.5357378200492, 4.1088646269071865e-05
0.29411764705882354, 0.489597259331387, 0.5277758285378324, 0.5066572664495802, 69.77482984524141, 0.2583606811268725, -0.7174352029121099, 0.6469439605329956, -78.92571562043538, 157.07222874637765, 89.29426680640998, 3.970543996115634e-05
0.30303030303030304, 0.4892670016567079, 0.5287027371217472, 0.5071087362248994, 73.64195811866426, 0.3421206048609439, -0.6726150743457119, 0.6561573389763267, -80.64609272258895, 161.08990840459848, 91.48380359562084, 3.850041176405746e-05
0.3125, 0.4888660130814456, 0.5294743556160665, 0.5075735574511152, 78.38636540233259, 0.37619299541129225, -0.6643532938413119, 0.6458432713636327, -79.92225249616386, 160.8273556155753, 88.45714769548294, 3.746001250952578e-05
0.3225806451612903, 0.4883437806163741, 0.5303355877772373, 0.5081257671023663, 83.37292760055799, 0.4147705048212838, -0.6656237790782833, 0.6204114868825708, -78.20841085071959, 158.9904876010863, 83.66091315334988, 3.6323131231247146e-05
0.3333333333333333, 0.48770494548013876, 0.5313508066720827, 0.508782817432325, 87.51350085784688, 0.35528792524188024, -0.7049138332015944, 0.6138949241835732, -81.67387791026778, 158.62637514528623, 81.28838248268072, 3.510035100351004e-05
0.3333333333333333, 0.48770494548013876, 0.5313508066720827, 0.508782817432325, 87.51350085784688, 0.35528792524188024, -0.7049138332015944, 0.6138949241835732, -81.67387791026778, 158.62637514528623, 81.28838248268072, 3.510035100351004e-05
0.3448275862068965, 0.4871635759354488, 0.5323194544346337, 0.5092958310384439, 90.89128760672016, 0.32468422333465835, -0.7675758189382207, 0.5526368765282405, -83.29752790186456, 159.95695716792866, 81.21318292960895, 3.391873439340893e-05
0.35714285714285715, 0.48672196080245805, 0.5332171487724199, 0.5097908201858524, 95.47791444362485, 0.2767499362160612, -0.7703283066204027, 0.5744595484659897, -84.48506275549987, 160.74316576502721, 81.55773996566423, 3.288932806032332e-05
0.37037037037037035, 0.4861062999702791, 0.5344510135702822, 0.510448061250824, 99.56896884500874, 0.22701318976301618, -0.7908311319085308, 0.5683758725332144, -87.19867351124653, 162.27611392457155, 83.67317678856567, 3.156521969611502e-05
0.3846153846153846, 0.48552360450614707, 0.5354867046898357, 0.5109984589194534, 106.95676037273607, 0.21115699947117963, -0.7753270692137342, 0.5952147993109462, -89.41951038214046, 163.10340336927004, 87.56064877121531, 3.0502609584589617e-05
0.4, 0.48483393848899825, 0.5367539481149397, 0.5116681295494263, 112.74148602242488, 0.18845976909753465, -0.7868619295594695, 0.5876488911260297, -96.85209204370172, 164.16573162894252, 86.22385830502276, 2.927458934632093e-05
0.41666666666666663, 0.4842142086432124, 0.5380738344035787, 0.5123913649288298, 120.31299706403065, 0.19342296887397764, -0.8298925668572324, 0.5233219683780628, -101.3583561213572, 167.33746118635014, 87.35482957493852, 2.8096008606053743e-05
