a, center_x, center_y, center_z, L_x, L_y, L_z, bulk_velocity_x, bulk_velocity_y, bulk_velocity_z, Rvir, Mvir, Lmag, sfr, Mstar, Mgas, compaction_stage
0.1, -0.0111378, -0.109185, 3.90841, 0.815025, 0.155384, 0.558202, -4.74026, 42.1332, 0.815025, 10.5, 30508400000.0, 11.0868, 1.30634, 106900000.0, 3211050000.0, pre
0.11, 0.0138183, 0.118215, -10.511, -0.588612, -0.0579779, 0.806334, 3.60469, 13.3168, -0.588612, 14.75, 64398100000.0, 18.0497, 4.78125, 487776000.0, 6295190000.0, during
0.12, 0.127144, 0.0642712, 11.4396, 0.826946, 0.376791, 0.417359, -8.1315, 18.0276, 0.826946, 18.75, 103823000000.0, 50.2014, 12.3346, 2043790000.0, 8996580000.0, during
0.13, 0.0605227, -0.0436978, -12.1801, 0.660078, 0.745171, -0.0949629, 11.989, -5.36981, 0.660078, 22.25, 135616000000.0, 100.862, 22.476, 4232910000.0, 10419000000.0, during
0.14, -0.0333884, 0.01627, -6.17811, 0.544326, 0.791544, -0.277792, 7.48615, 17.4125, 0.544326, 25.75, 168680000000.0, 131.613, 33.1768, 7470120000.0, 11404300000.0, during
0.15, -0.0507225, 0.0837572, 8.70966, 0.646095, 0.656455, -0.389395, -19.9533, -32.6924, 0.646095, 29.0, 197245000000.0, 260.106, 26.3036, 9953860000.0, 12744700000.0, during
0.16, -0.0709741, -0.0382982, 9.14464, 0.700701, 0.575893, -0.421148, -12.6416, -1.766, 0.700701, 32.5, 229787000000.0, 364.348, 27.9116, 12733500000.0, 13657200000.0, during
0.17, -0.0606338, -0.162072, -8.69103, 0.619286, 0.614582, -0.488645, 25.588, 14.1012, 0.619286, 35.25, 247600000000.0, 419.63, 22.5047, 15032000000.0, 13978900000.0, during
0.18, -0.00867561, -0.0784834, -25.0806, 0.543456, 0.755734, -0.365407, 2.02361, -0.969277, 0.543456, 39.5, 291717000000.0, 429.654, 25.5638, 17855300000.0, 15790600000.0, post
0.19, 0.0245844, -0.0460275, -20.6352, 0.568572, 0.788293, -0.235203, 17.3692, 32.3877, 0.568572, 43.25, 327050000000.0, 504.105, 20.6588, 20054600000.0, 17469500000.0, post
0.2, 0.0497162, 0.00261442, 14.1554, 0.664578, 0.707922, -0.239127, -7.48455, 8.61215, 0.664578, 47.25, 363847000000.0, 415.745, 28.2546, 22719300000.0, 18495600000.0, post
0.21, 0.0624128, -0.00379723, -8.56169, 0.723701, 0.609935, -0.322855, 10.9122, 9.30408, 0.723701, 51.0, 394569000000.0, 558.295, 19.3021, 25183400000.0, 19616600000.0, post
0.22, 0.0708665, 0.239061, 16.2839, 0.676578, 0.686276, -0.266958, -34.1797, -11.7177, 0.676578, 54.25, 414547000000.0, 633.68, 21.0435, 27553200000.0, 19156400000.0, post
0.23, 0.0386673, -0.15575, 2.3652, 0.679807, 0.686068, -0.259177, 0.962347, -0.115789, 0.679807, 57.5, 428821000000.0, 636.743, 22.8986, 29947300000.0, 18359800000.0, post
0.24, -0.0348067, 0.103987, 16.3282, 0.644081, 0.704397, -0.298302, -12.9492, 3.23983, 0.644081, 60.75, 447983000000.0, 422.517, 26.4938, 33023900000.0, 17249500000.0, post
0.25, 0.00481058, 0.0922842, 19.3355, 0.654563, 0.714401, -0.247343, -15.7575, 1.85575, 0.654563, 65.0, 484698000000.0, 417.0, 14.7193, 35124600000.0, 18832300000.0, post
0.26, 0.0640969, 0.194409, 13.8213, 0.65261, 0.696933, -0.297295, -2.88408, 6.23357, 0.65261, 71.75, 585772000000.0, 553.957, 10.6792, 36211700000.0, 24931200000.0, post
0.27, -0.0027638, -0.0823697, -7.38452, 0.71263, 0.650018, -0.263883, 12.814, 2.00105, 0.71263, 79.75, 720763000000.0, 506.551, 12.2545, 37494500000.0, 36422200000.0, post
0.28, -0.0211477, -0.0174021, 9.6122, 0.585178, 0.744702, -0.320912, -9.04159, 8.85087, 0.585178, 85.5, 797364000000.0, 292.693, 22.3068, 39789100000.0, 41484400000.0, post
0.29, -0.0055661, -0.00868797, -2.28314, 0.508078, 0.779841, -0.365656, 1.44784, -1.58347, 0.508078, 91.25, 876877000000.0, 137.051, 34.8135, 44888500000.0, 44852300000.0, post
