a, center_x, center_y, center_z, L_x, L_y, L_z, bulk_velocity_x, bulk_velocity_y, bulk_velocity_z, Rvir, Mvir, Lmag, sfr, Mstar, Mgas, compaction_stage
0.1, 0.00523361, -0.0111065, -10.1503, -0.147827, -0.695122, 0.703529, 12.592, -14.2341, -0.147827, 4.75, 3041110000.0, 1.49325, 0.0201637, 9227770.0, 277344000.0, pre
0.11, 0.278089, -0.0316869, -13.5372, -0.746735, 0.657854, -0.0980524, 36.7497, -16.3852, -0.746735, 7.5, 8541460000.0, 8.58492, 0.218534, 22455700.0, 883471000.0, pre
0.12, -0.0368939, 0.431527, 14.9054, -0.857697, 0.375762, 0.35094, 34.0181, 2.13966, -0.857697, 9.5, 13458900000.0, 40.1581, 0.338391, 43038200.0, 1352710000.0, pre
0.13, 0.1565, 0.0552139, 10.2379, -0.749147, 0.556223, 0.359713, 10.6674, 4.68379, -0.749147, 11.5, 18937100000.0, 20.623, 1.85904, 166819000.0, 1676210000.0, pre
0.14, 0.0937791, 0.0779062, -9.56069, -0.574092, 0.276289, 0.770768, 13.5037, -7.87592, -0.574092, 13.5, 24046800000.0, 15.3979, 0.909276, 268003000.0, 2042310000.0, pre
0.15, 0.0434396, 0.0955292, 2.26251, -0.293096, 0.883805, 0.364668, -3.54798, -24.1767, -0.293096, 16.25, 34793300000.0, 46.7054, 1.05034, 370148000.0, 3581060000.0, pre
0.16, 0.229012, -0.183357, 19.3544, 0.5526, 0.28167, 0.784407, -22.7349, 13.9148, 0.5526, 20.25, 54309500000.0, 32.2713, 3.13269, 593607000.0, 5593780000.0, pre
0.17, -0.0202007, 0.0120978, 9.53511, 0.647595, 0.27983, 0.708743, -1.99866, -5.54036, 0.647595, 23.75, 74874800000.0, 32.1788, 10.2896, 1365980000.0, 6767590000.0, during
0.18, 0.00507314, 0.0255413, -33.6126, -0.166157, 0.457579, 0.873506, -29.0977, -2.88238, -0.166157, 27.0, 91488500000.0, 26.1195, 5.66483, 2107280000.0, 7559820000.0, during
0.19, -0.0209274, 0.00292421, 17.4093, 0.549006, -0.829648, -0.10137, 17.3116, -8.42319, 0.549006, 29.5, 101594000000.0, 58.5791, 13.5824, 3380330000.0, 7021630000.0, during
0.2, 0.00319535, -0.0799493, -6.12962, 0.656875, -0.741004, -0.139387, -8.15687, 9.63571, 0.656875, 31.25, 105736000000.0, 87.6047, 7.65452, 4308890000.0, 6317330000.0, during
0.21, 0.0188819, 0.0741999, 3.47229, 0.856677, -0.448936, 0.25409, 12.4242, -6.64436, 0.856677, 33.0, 106504000000.0, 90.4575, 10.2973, 5431200000.0, 5307020000.0, during
0.22, -0.0825216, 0.126551, -9.25642, 0.870721, -0.457675, 0.179941, -33.2283, 1.56704, 0.870721, 34.75, 107927000000.0, 143.557, 4.50032, 6020810000.0, 4917320000.0, during
0.23, -0.145375, 0.669933, -5.06814, 0.860179, -0.504815, 0.0724781, -13.6523, -0.756947, 0.860179, 36.75, 112432000000.0, 217.899, 2.97786, 6289530000.0, 5107380000.0, during
0.24, 0.0301273, 0.33213, -10.5069, 0.79341, -0.595308, 0.12692, 2.48584, 1.65853, 0.79341, 38.75, 116534000000.0, 249.01, 3.82224, 6627190000.0, 5622000000.0, post
0.25, 0.138042, 0.409828, 1.28426, 0.920909, -0.359393, 0.150875, 1.51032, 5.71642, 0.920909, 40.5, 117397000000.0, 249.467, 5.34802, 7151350000.0, 5883640000.0, post
0.26, -0.581559, 0.211018, -15.6813, 0.92053, -0.379301, -0.0935665, -18.636, -8.45364, 0.92053, 43.25, 129161000000.0, 366.336, 2.73828, 7478410000.0, 6671560000.0, post
0.27, -0.0379413, -0.0279383, -8.24033, 0.885007, -0.422946, -0.194627, -30.749, -6.93273, 0.885007, 50.75, 187768000000.0, 380.121, 1.95298, 7722180000.0, 12089600000.0, post
0.28, -0.172651, 0.307634, 6.54162, 0.705369, -0.468788, -0.531688, -3.24663, -3.58508, 0.705369, 60.25, 281639000000.0, 429.54, 4.75858, 8180410000.0, 21696900000.0, post
0.29, -1.94997, 1.32338, -13.3497, 0.368005, -0.419233, -0.82995, -31.5728, 5.93138, 0.368005, 65.0, 321563000000.0, 448.308, 8.70953, 8966140000.0, 24934900000.0, post
0.3, 0.111559, 0.00852585, 9.27006, 0.665004, -0.2143, -0.715433, 18.8584, -0.669703, 0.665004, 70.25, 363375000000.0, 159.858, 7.37628, 9916480000.0, 25728500000.0, post
0.31, 0.151266, -0.174578, 21.135, 0.547448, -0.142111, -0.824685, 8.9492, -29.9863, 0.547448, 78.25, 455938000000.0, 325.409, 6.92279, 15178800000.0, 32252600000.0, post
0.32, 0.0279028, 0.10416, 0.935911, 0.537578, 0.442589, -0.717722, -19.125, -10.6374, 0.537578, 83.5, 509192000000.0, 274.339, 30.3727, 18458500000.0, 35233100000.0, post
0.33, 0.0138899, -0.0496531, -9.83264, 0.595074, 0.51857, -0.613981, 12.395, 4.66951, 0.595074, 88.25, 548299000000.0, 243.529, 19.0514, 21362000000.0, 36711000000.0, post
0.34, 0.161382, 0.0863887, -2.10841, 0.418707, 0.432137, -0.798713, -7.67396, -6.88902, 0.418707, 95.0, 628900000000.0, 300.521, 13.585, 22874500000.0, 41640100000.0, post
0.35, -0.585026, 0.390095, -45.4418, -0.159306, 0.196721, -0.967431, 34.9731, 9.57006, -0.159306, 99.0, 657185000000.0, 812.574, 8.61197, 24033900000.0, 44863400000.0, post
0.36, 1.37285, 0.325965, 14.5479, -0.0269981, 0.210382, -0.977246, 48.3561, 2.9259, -0.0269981, 103.0, 691637000000.0, 1272.59, 7.29714, 26747900000.0, 46748500000.0, post
0.37, -0.127376, 0.107154, -76.6169, -0.00751945, 0.400524, -0.916255, -13.5998, -13.5896, -0.00751945, 108.75, 752087000000.0, 1404.31, 8.79087, 25975900000.0, 53406000000.0, post
