MAGG_Galbiati23_obs
Galbiati et al. 2023 https://arxiv.org/pdf/2302.00021.pdf

z,r,Rvir,log C IV:cdens,log C IV:eb,log Si IV:cdens,log Si IV:eb
3,40.46752083464578,51.34961554,nan,nan,12.582530481093302,<
3,42.00976516236407,51.34961554,nan,nan,12.540718634403406,<
3,50.88607864163508,51.34961554,nan,nan,12.638279610013162,<
3,66.73681592660918,51.34961554,nan,nan,12.227129784229192,<
3,67.9966175677749,51.34961554,nan,nan,11.892635010710027,<
3,72.59616943427537,51.34961554,nan,nan,12.533749993288424,<
3,74.31320461815375,51.34961554,nan,nan,12.484969505483546,<
3,74.66145457211434,51.34961554,nan,nan,12.63131096889818,<
3,75.71602697097912,51.34961554,nan,nan,12.491938146598528,<
3,76.07085089550519,51.34961554,nan,nan,12.44315765879365,<
3,76.42733761220946,51.34961554,nan,nan,12.366502606528842,<
3,77.87006879464519,51.34961554,nan,nan,12.366502606528842,<
3,86.30592452063436,51.34961554,nan,nan,12.673122815588076,<
3,89.17719485147623,51.34961554,nan,nan,nan,<
3,89.17719485147623,51.34961554,nan,nan,13.244551387016648,<
3,89.17719485147623,51.34961554,nan,nan,12.44315765879365,<
3,89.17719485147623,51.34961554,nan,nan,12.366502606528842,<
3,90.86060714600342,51.34961554,nan,nan,12.491938146598528,<
3,91.71419283079342,51.34961554,nan,nan,11.68357577726055,<
3,94.32336575077541,51.34961554,nan,nan,12.889150690152535,<
3,96.10392314362113,51.34961554,nan,nan,12.471032223253582,<
3,99.76650803349723,51.34961554,nan,nan,12.422251735448704,<
3,100.70375978377497,51.34961554,nan,nan,12.777652432312815,<
3,101.17568236992317,51.34961554,nan,nan,12.812495637887727,<
3,102.60476090415628,51.34961554,nan,nan,11.871729087365079,<
3,104.54164752938318,51.34961554,nan,nan,12.777652432312815,<
3,104.54164752938318,51.34961554,nan,nan,12.68706009781804,<
3,107.51574812739202,51.34961554,nan,nan,12.596467763323266,<
3,108.01959336630742,51.34961554,nan,nan,12.206223860884243,<
3,109.03437833716026,51.34961554,nan,nan,12.248035707574138,<
3,112.13629243053569,51.34961554,nan,nan,13.432704697121176,<
3,114.78852547524504,51.34961554,nan,nan,12.71493466227797,<
3,118.6073697706834,51.34961554,nan,nan,12.910056613497483,<
3,118.6073697706834,51.34961554,nan,nan,12.38740852987379,<
3,119.72162110717476,51.34961554,nan,nan,12.35953396541386,<
3,121.41265589735599,51.34961554,nan,nan,12.526781352173442,<
3,123.70458219072282,51.34961554,nan,nan,11.788105393985289,<
3,125.45187520475632,51.34961554,nan,nan,11.746293547295393,<
3,127.82005049265258,51.34961554,nan,nan,12.373471247643824,<
3,127.82005049265258,51.34961554,nan,nan,12.296816195379016,<
3,127.82005049265258,51.34961554,nan,nan,11.76719947064034,<
3,129.02084992330512,51.34961554,nan,nan,12.568593198863336,<
3,130.84323374889453,51.34961554,nan,nan,12.380439888758808,<
3,132.69135824205597,51.34961554,nan,nan,12.394377170988772,<
3,132.69135824205597,51.34961554,nan,nan,12.763715150082849,<
3,133.93792094341202,51.34961554,nan,nan,12.533749993288424,<
3,135.19619441922228,51.34961554,nan,nan,12.993680306877275,<
3,135.82975703738774,51.34961554,nan,nan,12.380439888758808,<
3,137.1058032780794,51.34961554,nan,nan,11.76719947064034,<
3,137.1058032780794,51.34961554,nan,nan,11.746293547295393,<
3,137.1058032780794,51.34961554,nan,nan,11.906572292939993,<
3,139.6939716463909,51.34961554,nan,nan,12.422251735448704,<
3,142.33099728655054,51.34961554,nan,nan,12.617373686668214,<
3,146.380165385094,51.34961554,nan,nan,12.491938146598528,<
3,147.75532693897983,51.34961554,nan,nan,12.352565324298878,<
3,147.75532693897983,51.34961554,nan,nan,12.819464279002709,<
3,149.1434073831698,51.34961554,nan,nan,12.582530481093302,<
3,150.5445280835687,51.34961554,nan,nan,12.101694244159503,<
3,153.38638142815685,51.34961554,nan,nan,11.809011317330237,<
3,153.38638142815685,51.34961554,nan,nan,12.854307484577623,<
3,154.1051877364706,51.34961554,nan,nan,12.324690759838946,<
3,154.1051877364706,51.34961554,nan,nan,12.324690759838946,<
3,154.1051877364706,51.34961554,nan,nan,13.230614104786682,<
3,154.82736254793343,51.34961554,nan,nan,11.690544418375532,<
3,155.55292164817965,51.34961554,nan,nan,13.2236454636717,<
3,156.28188089681862,51.34961554,nan,nan,12.011101909664731,<
3,157.0142562277823,51.34961554,nan,nan,13.070335359142083,<
3,159.23203917609288,51.34961554,nan,nan,12.094725603044521,<
3,160.72793705164023,51.34961554,nan,nan,11.586014801650794,<
3,160.72793705164023,51.34961554,nan,nan,12.38740852987379,<
3,162.99817471460213,51.34961554,nan,nan,12.066851038584591,<
3,169.21014434351017,51.34961554,nan,nan,13.27939459259156,<
3,170.79978105703987,51.34961554,nan,nan,12.547687275518388,<
3,170.79978105703987,51.34961554,nan,nan,12.213192501999226,<
3,171.60019083879018,51.34961554,nan,nan,13.36301828597135,<
3,171.60019083879018,51.34961554,nan,nan,12.610405045553232,<
3,172.40435153763642,51.34961554,nan,nan,12.136537449734417,<
3,172.40435153763642,51.34961554,nan,nan,12.066851038584591,<
3,173.21228073129848,51.34961554,nan,nan,12.296816195379016,<
3,174.02399607986973,51.34961554,nan,nan,11.76719947064034,<
3,174.02399607986973,51.34961554,nan,nan,12.610405045553232,<
3,174.83951532620364,51.34961554,nan,nan,12.471032223253582,<
3,176.48203689969762,51.34961554,nan,nan,12.596467763323266,<
3,178.1399890645791,51.34961554,nan,nan,11.25152002813163,<
3,178.1399890645791,51.34961554,nan,nan,12.338628042068912,<
3,181.50276637819275,51.34961554,nan,nan,12.157443373079365,<
3,185.79564626801638,51.34961554,nan,nan,12.638279610013162,<
3,186.6663303623356,51.34961554,nan,nan,12.505875428828494,<
3,186.6663303623356,51.34961554,nan,nan,12.150474731964382,<
3,187.5410946964629,51.34961554,nan,nan,13.293331874821526,<
3,188.41995839140586,51.34961554,nan,nan,12.401345812103756,<
3,189.30294065777713,51.34961554,nan,nan,13.174864975866821,<
3,189.30294065777713,51.34961554,nan,nan,12.57556183997832,<
3,190.1900607962158,51.34961554,nan,nan,13.202739540326752,<
3,190.1900607962158,51.34961554,nan,nan,12.11563152638947,<
3,191.08133819780784,51.34961554,nan,nan,12.840370202347657,<
3,193.78030925799416,51.34961554,nan,nan,11.760230829525359,<
3,193.78030925799416,51.34961554,nan,nan,12.60343640443825,<
3,196.517402538029,51.34961554,nan,nan,12.429220376563686,<
3,197.43833141921473,51.34961554,nan,nan,12.582530481093302,<
3,197.43833141921473,51.34961554,nan,nan,12.05988239746961,<
3,199.2931565037253,51.34961554,nan,nan,13.028523512452187,<
3,201.16540665493613,51.34961554,nan,nan,12.791589714542779,<
3,202.10811722657684,51.34961554,nan,nan,12.505875428828494,<
3,204.96283849118606,51.34961554,nan,nan,12.840370202347657,<
3,205.92334476237912,51.34961554,nan,nan,11.383924209316298,<
3,207.85788190420996,51.34961554,nan,nan,13.0633667180271,<
3,208.8319550608641,51.34961554,nan,nan,12.721903303392954,<
3,208.8319550608641,51.34961554,nan,nan,12.700997380048006,<
3,209.81059296390077,51.34961554,nan,nan,13.00761758910724,<
3,209.81059296390077,51.34961554,nan,nan,12.038976474124661,<
3,210.7938170048441,51.34961554,nan,nan,12.617373686668214,<
3,211.78164867546462,51.34961554,nan,nan,13.43967333823616,<
3,211.78164867546462,51.34961554,nan,nan,12.324690759838946,<
3,213.77122137686777,51.34961554,nan,nan,12.464063582138598,<
3,214.77300589665967,51.34961554,nan,nan,12.248035707574138,<
3,215.77948502509736,51.34961554,nan,nan,12.735840585622919,<
3,215.77948502509736,51.34961554,nan,nan,12.666154174473093,<
3,215.77948502509736,51.34961554,nan,nan,12.617373686668214,<
3,216.79068076227156,51.34961554,nan,nan,12.478000864368564,<
3,219.85278917648893,51.34961554,nan,nan,12.777652432312815,<
3,219.85278917648893,51.34961554,nan,nan,12.526781352173442,<
3,220.88307341873406,51.34961554,nan,nan,13.453610620466124,<
3,222.95814902525825,51.34961554,nan,nan,11.718418982835463,<
3,224.0029857475091,51.34961554,nan,nan,12.903087972382501,<
3,224.0029857475091,51.34961554,nan,nan,12.680091456703058,<
3,226.10737122313185,51.34961554,nan,nan,12.533749993288424,<
3,227.16696597514385,51.34961554,nan,nan,12.122600167504451,<
3,229.30107531366053,51.34961554,nan,nan,13.27939459259156,<
3,229.30107531366053,51.34961554,nan,nan,12.910056613497483,<
3,234.72447460707852,51.34961554,nan,nan,11.725387623950445,<
3,234.72447460707852,51.34961554,nan,nan,12.540718634403406,<
3,235.82445122489986,51.34961554,nan,nan,12.484969505483546,<
3,240.27614743718016,51.34961554,nan,nan,12.234098425344174,<
3,241.4021405593014,51.34961554,nan,nan,13.599952083880758,<
3,242.53341036212765,51.34961554,nan,nan,12.60343640443825,<
3,247.11175267842503,51.34961554,nan,nan,12.408314453218738,<
3,249.43323237413878,51.34961554,nan,nan,12.777652432312815,<
3,249.43323237413878,51.34961554,nan,nan,12.380439888758808,<
3,251.7765211012693,51.34961554,nan,nan,12.533749993288424,<
3,262.5967459567146,51.34961554,nan,nan,11.906572292939993,<
3,268.8076501337988,51.34961554,nan,nan,13.321206439281456,<
