a, center_x, center_y, center_z, L_x, L_y, L_z, bulk_velocity_x, bulk_velocity_y, bulk_velocity_z, Rvir, Mvir, Lmag, sfr, Mstar, Mgas, compaction_stage
0.12, 0.124078, 0.0175028, 18.2062, 0.1058, -0.523733, -0.845287, 7.79398, 3.43651, 0.1058, 5.5, 2602880000.0, 7.46164, 0.0103485, 7166900.0, 139218000.0, pre
0.13, 0.00469735, -0.151779, -5.42934, -0.0425497, -0.433051, 0.900365, -0.344765, -4.66986, -0.0425497, 7.25, 4697530000.0, 18.1334, 0.0141565, 10350200.0, 370673000.0, pre
0.14, 0.100664, -0.093864, 13.4663, -0.96324, 0.218563, -0.156199, -14.3, -6.012, -0.96324, 8.5, 6365460000.0, 13.0557, 0.0117229, 10607100.0, 549978000.0, pre
0.15, 0.107656, -0.0405801, 12.2022, -0.150354, 0.603217, 0.783277, -16.7564, 14.9338, -0.150354, 10.75, 10320200000.0, 16.1957, 0.100915, 22187700.0, 1093730000.0, pre
0.16, 0.116639, 0.0298545, -29.2439, -0.548544, -0.0605386, 0.833927, -18.998, -14.7678, -0.548544, 12.5, 12988400000.0, 41.9678, 0.225439, 41721300.0, 1616130000.0, pre
0.17, 0.0291444, 0.272816, -32.6155, -0.320696, -0.826813, 0.462097, -20.3125, -17.098, -0.320696, 15.25, 19338400000.0, 13.2134, 0.28517, 72854600.0, 2214070000.0, pre
0.18, 0.117437, -0.22086, 3.11077, -0.989001, 0.0601677, -0.135115, 1.5606, -37.7708, -0.989001, 17.25, 23800600000.0, 20.9351, 0.342776, 107045000.0, 2188550000.0, pre
0.19, -0.63586, -0.00609042, 16.2931, -0.84773, 0.294491, 0.441167, -6.45734, 32.4104, -0.84773, 18.75, 25681400000.0, 37.4348, 0.306724, 153704000.0, 2105530000.0, pre
0.2, -0.054086, 0.0497537, 18.8693, -0.268186, 0.955142, 0.125617, -10.7231, 17.6471, -0.268186, 20.25, 27931000000.0, 71.3687, 0.0739015, 210892000.0, 2150180000.0, pre
0.21, -0.0333011, 0.335098, 21.1873, -0.435758, 0.899934, 0.0153167, 1.22403, 21.5555, -0.435758, 22.75, 33656100000.0, 81.3022, 0.571373, 272877000.0, 2625440000.0, pre
0.22, -0.294008, 0.0847954, 10.6223, -0.606518, 0.766567, 0.210976, 2.4926, 11.9779, -0.606518, 27.75, 54333500000.0, 106.684, 0.646137, 358239000.0, 4419380000.0, pre
0.23, 0.549638, -0.561458, -14.1854, -0.583362, 0.795994, -0.161497, -47.9993, -111.062, -0.583362, 33.75, 82539200000.0, 186.457, 3.16178, 967972000.0, 6224800000.0, pre
0.24, 0.281105, 0.0202532, -33.2796, -0.909809, 0.140899, 0.390379, -19.5205, 11.7919, -0.909809, 37.0, 99946700000.0, 52.4056, 1.98922, 1090520000.0, 7101210000.0, during
0.25, -0.0435044, -0.355882, -5.73201, -0.387415, -0.888882, -0.244538, 5.47702, -7.18778, -0.387415, 39.75, 108932000000.0, 37.9658, 4.63797, 1593300000.0, 7165660000.0, during
0.26, -0.00165721, 0.00544309, 11.7247, 0.00294335, 0.913192, -0.40752, -4.17838, 29.0198, 0.00294335, 42.5, 115867000000.0, 25.8261, 4.98859, 2072900000.0, 7139880000.0, during
0.27, -0.0255995, 0.00888868, -2.20836, 0.892013, 0.452008, 0.000742886, -4.4817, 5.98457, 0.892013, 43.75, 113849000000.0, 57.4931, 6.53611, 2976780000.0, 6614850000.0, during
0.28, 0.00564595, 0.00493686, 0.0801486, 0.910364, 0.396967, 0.116855, -7.28264, 19.8868, 0.910364, 45.75, 114144000000.0, 91.5048, 4.48465, 3519050000.0, 6293820000.0, during
0.29, -0.000107706, 0.0141291, -2.78368, 0.993092, -0.00395014, 0.117269, -6.14157, 11.423, 0.993092, 47.5, 116814000000.0, 42.5985, 7.02999, 4377090000.0, 5647010000.0, during
0.3, -0.0805645, 0.177379, 6.02088, 0.202081, 0.961086, 0.188351, 4.59238, 12.8339, 0.202081, 49.75, 119042000000.0, 88.3257, 4.42902, 5080270000.0, 5243130000.0, during
0.31, 0.0509007, -0.0111414, -3.02995, 0.528619, 0.787291, 0.317387, -2.92794, 16.8644, 0.528619, 51.75, 123301000000.0, 137.827, 3.03986, 5372850000.0, 5722280000.0, during
0.32, -0.076244, 0.259981, 26.1078, 0.482049, 0.834981, 0.265398, -16.1683, 25.4584, 0.482049, 53.75, 127372000000.0, 246.078, 3.01849, 5720980000.0, 6184010000.0, post
0.33, 0.0735555, -0.103121, -3.42233, 0.612782, 0.67256, 0.414923, 0.206655, 2.67809, 0.612782, 55.25, 130616000000.0, 206.111, 3.14566, 6039420000.0, 6411270000.0, post
0.34, 0.0737602, 0.141244, 11.881, 0.497368, 0.812415, 0.304314, -23.9736, 33.8498, 0.497368, 57.5, 135135000000.0, 298.763, 2.70953, 6386590000.0, 6601540000.0, post
0.35, 0.138982, -0.0244858, 3.35865, 0.73051, 0.629657, 0.264361, -20.3741, 15.4268, 0.73051, 59.5, 138035000000.0, 320.499, 1.75774, 6608000000.0, 6663520000.0, post
0.36, 0.0258166, -0.0255512, 7.07788, 0.675148, 0.676447, 0.29427, -11.6044, 6.07402, 0.675148, 63.5, 155263000000.0, 337.482, 2.04996, 6909960000.0, 6700990000.0, post
0.37, -0.0451181, -0.848033, -11.9813, 0.614005, 0.722696, 0.317345, 1.5968, 6.3785, 0.614005, 72.25, 209946000000.0, 414.16, 1.54676, 7152470000.0, 10034600000.0, post
0.38, -0.478731, 0.0429708, 1.76019, 0.681086, 0.629311, 0.374286, -15.4821, 3.44029, 0.681086, 76.75, 233201000000.0, 392.374, 1.74961, 7337200000.0, 12176700000.0, post
0.39, -0.347405, 0.0807396, 0.807248, 0.829901, 0.438961, 0.34435, -10.1182, 19.4533, 0.829901, 82.75, 275140000000.0, 330.741, 2.51506, 7643390000.0, 15859600000.0, post
0.4, 0.714971, -0.600182, -1.44506, 0.744684, 0.575715, 0.337636, -4.67093, 23.3208, 0.744684, 91.25, 349216000000.0, 246.816, 2.38514, 8152240000.0, 21712400000.0, post
0.41, 0.0838783, -0.413094, -6.22946, 0.901318, 0.410186, 0.139189, 5.56371, 1.2068, 0.901318, 96.25, 382431000000.0, 330.148, 1.7426, 8353530000.0, 23583200000.0, post
0.42, -0.295992, -0.522569, 18.8212, 0.951866, -0.13523, -0.275071, -30.1037, 14.949, 0.951866, 102.0, 420457000000.0, 351.177, 5.79177, 10378400000.0, 25968200000.0, post
0.43, -0.13392, 0.0998929, 1.83565, 0.851029, 0.516934, 0.0923501, -2.34996, -27.8931, 0.851029, 108.75, 484913000000.0, 114.862, 29.5716, 12799600000.0, 28029300000.0, post
0.44, 0.0335018, -0.041896, -0.869395, 0.556495, 0.784395, 0.273929, -7.29053, 4.16651, 0.556495, 116.0, 550158000000.0, 120.679, 19.4446, 17891800000.0, 28579300000.0, post
0.45, 0.0458493, 0.147016, 20.2107, 0.270217, 0.923771, 0.271347, -7.23554, 7.52141, 0.270217, 120.75, 586358000000.0, 411.921, 9.19166, 19084900000.0, 30340700000.0, post
0.46, -0.0473607, -0.127148, 5.02938, 0.205079, 0.91624, 0.34416, -7.38318, 6.37428, 0.205079, 125.5, 618838000000.0, 464.191, 8.38556, 20183700000.0, 33050500000.0, post
0.47, -0.21149, -0.210457, 12.5184, 0.282285, 0.928995, 0.23934, -5.68993, 0.654588, 0.282285, 129.75, 646042000000.0, 586.625, 7.2592, 20952000000.0, 36918900000.0, post
0.48, 0.186673, -0.678459, -19.3817, 0.345136, 0.927703, 0.1423, 1.72447, 23.9665, 0.345136, 134.25, 675059000000.0, 618.384, 7.37931, 21764000000.0, 40936600000.0, post
0.49, 0.176298, -0.420677, -11.5663, 0.291121, 0.955998, 0.0362663, 1.41492, 13.4178, 0.291121, 138.25, 699349000000.0, 505.608, 7.67339, 22744200000.0, 44419800000.0, post
0.5, 0.0481276, 0.0680683, 19.2724, 0.330121, 0.927391, -0.17597, -6.75402, 10.6764, 0.330121, 142.25, 725860000000.0, 253.52, 14.3062, 24432100000.0, 48194400000.0, post
0.51, 0.0121957, -0.0491429, -1.70312, 0.386493, 0.91582, 0.109069, -6.33907, 10.4549, 0.386493, 146.25, 748244000000.0, 213.311, 5.53629, 25617000000.0, 52519300000.0, post
0.52, 0.526978, 1.56007, 46.0746, -0.778941, 0.625968, -0.0376116, 54.5952, -11.1282, -0.778941, 149.25, 757192000000.0, 895.316, 3.53532, 25991500000.0, 53261600000.0, post
0.53, -0.208286, 0.692925, 23.3302, -0.679547, 0.720422, -0.138593, 38.2802, 15.1772, -0.679547, 151.75, 759980000000.0, 930.332, 5.09013, 26591500000.0, 52280300000.0, post
0.54, -0.264529, -0.425382, -9.50097, -0.535127, 0.839713, -0.0923108, -1.67161, 6.66213, -0.535127, 154.25, 760787000000.0, 761.35, 9.02144, 27668700000.0, 50879900000.0, post
0.55, -0.0733916, -0.339371, 19.9923, 0.00537417, 0.996755, -0.0803217, 5.3108, -22.504, 0.00537417, 156.5, 757357000000.0, 614.708, 26.9611, 30894100000.0, 47411100000.0, post
0.56, 0.00236462, 0.0950966, 25.6357, 0.0699586, 0.993688, 0.0876902, -11.0512, 20.3873, 0.0699586, 158.5, 753128000000.0, 609.908, 18.1753, 33873600000.0, 43080400000.0, post
