a, center_x, center_y, center_z, L_x, L_y, L_z, bulk_velocity_x, bulk_velocity_y, bulk_velocity_z, Rvir, Mvir, Lmag, sfr, Mstar, Mgas, compaction_stage
0.1, 0.120438, 0.0823222, 15.0461, -0.11049, 0.935443, -0.335764, 28.9002, 16.2607, -0.11049, 6.0, 6281520000.0, 9.24888, 0.166031, 19686800.0, 447920000.0, pre
0.11, 0.00884166, -0.101512, 34.4401, 0.54393, -0.344038, 0.765361, 44.5916, 7.58786, 0.54393, 7.25, 7987340000.0, 23.7053, 0.193699, 33992900.0, 528644000.0, pre
0.12, 0.170401, -0.111831, 31.9627, 0.250138, -0.577959, -0.776784, 37.3613, 17.7612, 0.250138, 9.0, 11694400000.0, 11.7471, 0.149197, 42941800.0, 855588000.0, pre
0.13, -0.0594211, -0.0846995, 7.62871, -0.0965449, 0.808019, -0.581192, -7.03103, 7.50276, -0.0965449, 11.25, 17381000000.0, 21.9158, 0.544275, 82936200.0, 1275130000.0, pre
0.14, 0.157882, 0.178502, -1.53853, -0.371178, -0.609576, 0.70046, 19.9582, 22.4744, -0.371178, 12.75, 20942300000.0, 9.75116, 0.438702, 134226000.0, 1407890000.0, pre
0.15, -0.181955, -0.355693, 6.77778, 0.393244, 0.184715, 0.900688, 7.5899, -24.0824, 0.393244, 15.75, 32605500000.0, 42.6611, 0.214805, 159420000.0, 2673920000.0, pre
0.16, -0.0349808, -0.0272868, 36.4213, -0.143473, -0.408329, 0.90149, -43.6846, 9.20063, -0.143473, 18.25, 41857200000.0, 43.2484, 1.36264, 277894000.0, 3705680000.0, pre
0.17, -0.17117, -0.0680062, -1.44697, -0.530928, -0.149056, 0.834205, -0.270112, -21.0124, -0.530928, 21.5, 55865100000.0, 122.846, 0.21808, 301381000.0, 4735950000.0, pre
0.18, -0.356938, 0.18352, 41.109, 0.0374072, 0.119148, 0.992172, -41.8011, 4.68484, 0.0374072, 23.5, 63060000000.0, 185.072, 1.9891, 478346000.0, 5550900000.0, pre
0.19, -0.359263, 0.114805, 14.7202, 0.102689, 0.357602, 0.928211, -20.5913, -12.3433, 0.102689, 25.75, 69168300000.0, 121.55, 1.02014, 656387000.0, 6005890000.0, pre
0.2, -0.434514, -0.169783, 45.7551, -0.0179232, 0.302573, 0.952958, 2.39386, -20.1739, -0.0179232, 28.0, 77248300000.0, 163.196, 0.501581, 720848000.0, 6950070000.0, pre
0.21, 0.47506, -0.280838, -5.123, -0.382563, 0.237494, 0.892884, -24.5266, -4.07617, -0.382563, 32.0, 99933300000.0, 233.096, 1.18447, 886652000.0, 9589910000.0, pre
0.22, 0.266703, -0.319966, -21.6421, -0.20179, 0.407836, 0.890478, 4.67473, -1.44045, -0.20179, 35.25, 114554000000.0, 166.457, 3.41587, 1229840000.0, 10617200000.0, pre
0.23, -0.654003, 0.397091, 45.715, -0.0120995, 0.584865, 0.81104, -8.99794, -1.66231, -0.0120995, 37.75, 123923000000.0, 173.649, 1.6769, 1374760000.0, 10659200000.0, pre
0.24, -0.300344, 0.211934, 20.122, -0.000976339, 0.454591, 0.8907, -3.8526, -0.615509, -0.000976339, 40.5, 134550000000.0, 160.199, 1.05176, 1858410000.0, 11366100000.0, pre
0.25, -0.427355, 0.296321, 55.4735, -0.0354262, 0.517923, 0.854693, -18.1136, 4.83495, -0.0354262, 42.25, 135848000000.0, 182.496, 5.00332, 2259410000.0, 11560500000.0, pre
0.26, -0.477897, 0.322765, 17.6995, -0.0983569, 0.179828, 0.978768, -8.00876, 9.4249, -0.0983569, 44.25, 138512000000.0, 285.142, 1.72971, 2490670000.0, 11695400000.0, pre
0.27, -0.313187, 0.00197434, 2.18917, -0.164364, 0.109009, 0.980358, -14.5217, 0.925414, -0.164364, 46.5, 142888000000.0, 360.443, 2.37831, 2788780000.0, 11986200000.0, pre
