Metadata recorded on file /global/project/projectdirs/agora/paper_CGM/ThinTimeSteps/RAMSES/Cal4/output_00079 with quasarscan version 3.0.3 on date 2021-11-15 16:48:45.158014
a, center_x, center_y, center_z, Rvir, Mvir, bulk_velocity_x, bulk_velocity_y, bulk_velocity_z, Mgas, Mdm, Lmag, L_x, L_y, L_z, Mstar, sfr
0.17902076292286, 0.49443472061292293, 0.5170179792474576, 0.5023698754266283, 15.783994012191037, 80811256058.51639, -52.04623170258273, 113.72067978227996, 31.24382115230595, 8169272112.424379, 1294768435.3125381, 2.9671092909813167e+70, 0.12383069332474161, -0.7608427173834175, 0.6370120240586759, 389368267.4333166, 0.8062769976417037
0.185118269590177, 0.4943720568278625, 0.5174978451853492, 0.5021462291680587, 17.50979847050672, 105546666823.44743, -62.27279398014516, 154.419190838174, 72.03219017705963, 9562735381.828999, 1528432928.1525729, 7.807133877389302e+70, -0.06974875881109961, 0.7393964393747414, -0.6696476805636419, 660166342.6814919, 3.6199732145802486
0.192963307715693, 0.49404806801069506, 0.5183812232455458, 0.5024809776236195, 19.078177847215077, 114857171703.61763, -66.90570194572574, 144.3781450158885, 73.97097312780784, 10361628806.908398, 1638315723.7453282, 2.0622443505656188e+70, 0.7898576139430189, -0.21578162649640184, -0.574075987446617, 678017690.4201077, 1.351219828671998
0.20008560804194297, 0.493623, 0.519058, 0.503044, 25.4, 149251800307.68652, -50.95861186519698, 129.20967277100354, 63.4459059627612, 13998630545.366695, 1898102351.4714656, 3.0097552277728005e+70, -0.11527387184272435, 0.7576611861104471, -0.6423873142677227, 1898102351.4714656, 11.30398577396204
0.204462096972113, 0.49346007027084043, 0.5194404361899284, 0.5032055338851582, 21.861819774471314, 127370725253.13739, -50.26249218846509, 130.82669540790238, 63.2014771601531, 13723769147.248684, 2088442705.4545293, 2.3545221718820067e+70, 0.6347021253796986, 0.1274690234448373, -0.7621711488245358, 1083557265.0313773, 5.333791822424798
0.20787047340784898, 0.4933563240660901, 0.5197974703919731, 0.5033066182683983, 21.92711004209864, 125076215518.68942, -59.951478005238926, 131.41757470936653, 60.068321629803584, 13727169782.293804, 2169205766.846478, 6.692799959048776e+70, 0.7965953047457147, -0.24313019333968397, -0.5534651114060306, 1164057955.9182506, 0.5885368177628907
0.213094972107235, 0.4930648002246893, 0.520262782315575, 0.5036131806466013, 21.67755123368809, 122479519013.99013, -58.96697144555795, 143.74969238146144, 65.70512280104829, 14353229651.171377, 2404207673.1559815, 6.271930671163177e+70, 0.5885317244018377, -0.7843911594764722, 0.19585943507463446, 1284346815.6780937, 2.0620600729539333
0.216699846444154, 0.49291505487966997, 0.5205975549151047, 0.5037800725163161, 21.90225301053012, 121227352003.29454, -61.72191241520044, 151.27921539500758, 70.6303947755623, 14533908915.366398, 2505288134.1701207, 3.584390590101345e+70, 0.6867313843588598, -0.725857527781738, 0.03912614342287801, 1182680406.1924393, 0.4637209166278514
0.222187288410599, 0.4926539385224953, 0.5211085262904722, 0.5040069860698312, 21.742374439813197, 119619366865.15149, -69.48761911492542, 144.78667848043835, 67.72117780616502, 14835886701.677868, 2729496422.0666304, 4.2829841822581443e+70, 0.8060034737825101, -0.5160008527634369, -0.29000262101907337, 1299909225.9540164, 0.819317724832129
0.22772572605671204, 0.4924529044032437, 0.5216199239925523, 0.5041688425584918, 22.433860887413594, 123386645238.4281, -63.61425008328599, 147.59442691859422, 80.80033454760883, 15267479346.949213, 2903593416.6535373, 1.346705480389976e+70, 0.7343071610658856, -0.057969582070021654, -0.6763375789958639, 1535938101.9416857, 2.4250581940894493
0.23349295378036397, 0.4922578014825009, 0.5221438346891834, 0.5044065142975207, 23.145120924845905, 128444290985.98549, -66.9120543330125, 146.24623135036575, 66.6101056704619, 16156198601.80137, 3108817084.8854003, 1.0597711248749954e+70, -0.7705270626617707, 0.1513489437580545, 0.6191781189037165, 1438026933.9036217, 0.8370074866090843
0.237411890737796, 0.49210908746481696, 0.5224964763719256, 0.504591835469804, 24.230899101462967, 135480337762.54262, -62.839116106325726, 139.47185340501085, 70.62802361742641, 17016044200.53868, 3331982145.17329, 4.613173709129454e+70, 0.7911367513819779, -0.22070562820148562, -0.5704311231804923, 1809350446.3234487, 7.170369834790793
0.243328408802548, 0.49188062133256777, 0.5230065583913428, 0.5048402302651541, 25.072942144291055, 139595390487.92725, -55.6112994170674, 150.985328642929, 69.1403792893089, 16883223936.274557, 3624622364.1079745, 4.164375551809401e+70, 0.7228065391922226, -0.0325217861165434, -0.6902847530756794, 1828266853.8569825, 0.9379317985408139
0.250095052918942, 0.4915356477599858, 0.5235888160156466, 0.5051038032936409, 25.75909531489887, 146755951579.9592, -49.22922756590217, 147.04025068838425, 78.334781449366, 18320370924.03495, 3929460743.09277, 4.916837168187005e+70, -0.6486760237087712, -0.10509715461318875, 0.7537731783219599, 2137942552.8829062, 2.738164877578311
0.255803667053391, 0.4913388107686308, 0.5241053795609372, 0.505298457219602, 26.44319289366186, 154439781885.97272, -49.596560388411355, 137.06036462673893, 66.18535726563755, 19547409226.42657, 4258733521.7302637, 2.5842724102613232e+70, -0.7262795392076579, 0.04004764157184777, 0.68623189763581, 2076510946.7192845, 1.6994782984366166
0.262196964226501, 0.4910135964389511, 0.5246201182294387, 0.5056205889161496, 28.264355172916037, 170709080923.9545, -52.018741198667605, 147.82431887711138, 57.240099564200605, 21573013912.47863, 4651631295.339293, 2.8708829859831465e+71, 0.47873548479280864, -0.8121759578578673, 0.3334404730650588, 2468616026.217566, 4.668380550616765
0.270908802550908, 0.4906557442759172, 0.5253821953715861, 0.50589498612158, 29.96171340416467, 188256480499.43832, -67.14094136133015, 136.35829419797795, 47.62345466224542, 24581723511.026024, 5193839769.287167, 1.9639408087038813e+71, 0.5926786821039134, -0.7827023585961326, 0.1900236764922191, 3032101369.1463246, 4.68715721748438
0.277686085491263, 0.4904097750998518, 0.5259536928480761, 0.5061285593795372, 30.901476079567033, 205727661270.4963, -67.44767885886877, 155.7605763431416, 59.85021701411786, 27349259604.617317, 5872769431.2315, 2.7731935445088126e+70, 0.8155488980636868, -0.3737157328151434, -0.4418331652485435, 2864559088.008521, 1.0640065170835076
