a, center_x, center_y, center_z, L_x, L_y, L_z, bulk_velocity_x, bulk_velocity_y, bulk_velocity_z, Rvir, Mvir, Lmag, sfr, Mstar, Mgas, compaction_stage
0.1, 0.15521, 0.066852, -7.65822, -0.553219, -0.525077, 0.646717, -10.505, 2.76242, -0.553219, 6.25, 6664050000.0, 5.11576, 0.336215, 26936600.0, 761886000.0, pre
0.11, -0.323801, -0.276298, 5.07221, -0.96725, 0.244341, -0.068742, -10.4379, 11.4314, -0.96725, 8.0, 10497800000.0, 24.3457, 0.0966405, 37105600.0, 1356280000.0, pre
0.12, -0.00973444, 0.326885, -57.4517, -0.299648, -0.906507, -0.297417, -18.751, -2.46428, -0.299648, 12.25, 29705000000.0, 31.1846, 0.164346, 61754200.0, 3536790000.0, pre
0.13, 0.00901185, -0.0237237, 10.631, -0.00678419, -0.550908, -0.834538, 5.8142, 1.31876, -0.00678419, 16.5, 55390100000.0, 7.43697, 3.81242, 333204000.0, 5853530000.0, during
0.14, -0.0482833, 0.0144285, 4.30916, 0.43538, 0.268229, -0.859359, -3.62589, 4.11166, 0.43538, 19.5, 73311400000.0, 25.4087, 8.97411, 1166770000.0, 6870800000.0, during
0.15, -0.0599083, 0.0165735, 6.13418, 0.438585, 0.684674, -0.582121, -3.94598, 4.51517, 0.438585, 22.75, 95248700000.0, 72.9702, 13.8046, 2516260000.0, 8010160000.0, during
0.16, -0.0684068, 0.073714, 8.89851, 0.525208, 0.509558, -0.681548, -10.271, -6.71919, 0.525208, 25.75, 114538000000.0, 77.2772, 13.3436, 3979280000.0, 8391290000.0, during
0.17, 0.00442045, 0.0621517, 3.96812, 0.589295, 0.660074, -0.46587, -4.15054, -1.54295, 0.589295, 28.75, 134403000000.0, 84.5585, 8.6635, 4934730000.0, 8752670000.0, during
0.18, 0.000539304, -0.0399254, 3.3386, 0.714677, 0.660429, -0.23037, 8.64409, 8.54097, 0.714677, 33.25, 173531000000.0, 140.421, 4.29011, 5518460000.0, 11906700000.0, during
0.19, 0.168442, 0.137146, -12.6708, 0.47953, 0.822021, -0.307137, -21.7048, -20.244, 0.47953, 37.25, 209096000000.0, 309.833, 16.4239, 6543580000.0, 14959500000.0, during
0.2, -0.321905, -0.575011, -28.577, 0.52865, 0.731093, -0.431315, 5.87499, 5.00002, 0.52865, 41.25, 245078000000.0, 400.578, 16.6479, 8391110000.0, 15933900000.0, post
0.21, -0.23023, -0.0249495, -10.6055, 0.784137, 0.557205, -0.273225, 6.49102, 2.24649, 0.784137, 44.75, 269620000000.0, 506.161, 12.2667, 9728170000.0, 15894600000.0, post
0.22, -0.491706, 0.0720123, 1.93185, 0.818329, 0.569823, -0.0750992, -16.922, -35.7304, 0.818329, 47.75, 282687000000.0, 506.455, 10.8598, 10971200000.0, 16045500000.0, post
0.23, -0.52245, -0.0972511, 0.678378, 0.857847, 0.477311, -0.190453, -11.4843, -20.7454, 0.857847, 50.25, 290179000000.0, 597.196, 13.3643, 12577800000.0, 16087000000.0, post
0.24, -0.122276, -0.0255589, -3.08573, 0.89602, 0.397029, -0.198785, -10.5156, 5.34573, 0.89602, 52.5, 292737000000.0, 665.232, 11.1456, 13769300000.0, 16332500000.0, post
0.25, 0.0877338, -0.236956, -9.72698, 0.897086, 0.440783, 0.0307875, 9.93365, 7.7491, 0.897086, 55.5, 304801000000.0, 559.199, 17.775, 15649400000.0, 16010200000.0, post
0.26, -0.126085, 0.36803, 13.794, 0.89748, 0.441019, 0.00564101, -26.7583, 1.77812, 0.89748, 59.5, 334419000000.0, 699.033, 14.0533, 17365600000.0, 17289300000.0, post
0.27, -0.23715, -0.0233828, -6.54979, 0.899727, 0.436071, 0.0182526, 12.9193, 12.084, 0.899727, 63.25, 360019000000.0, 782.313, 9.35833, 18672600000.0, 17918800000.0, post
0.28, -0.0388871, 0.263008, -8.88226, 0.94841, 0.31699, 0.00594006, 7.65522, -7.13911, 0.94841, 67.0, 381697000000.0, 816.188, 10.1295, 19862700000.0, 18931900000.0, post
0.29, 0.138157, -0.170192, 11.8297, 0.951157, 0.304734, 0.0493667, -0.719576, 13.2721, 0.951157, 70.0, 396046000000.0, 830.853, 9.09478, 20999000000.0, 19886700000.0, post
0.3, -0.146189, 0.125676, 4.88364, 0.984487, 0.173285, -0.0275417, -15.387, -9.46192, 0.984487, 73.25, 411978000000.0, 837.758, 7.41231, 21793600000.0, 21221800000.0, post
0.31, -0.29948, 0.0327044, 10.3298, 0.998319, 0.0571275, 0.00975985, -7.21167, -22.7902, 0.998319, 76.25, 422728000000.0, 844.478, 9.65788, 22866100000.0, 21990700000.0, post
0.32, -0.12396, -0.0728916, 4.73201, 0.998719, -0.000116472, 0.050606, -6.47288, -18.5365, 0.998719, 81.25, 464272000000.0, 709.906, 11.7434, 24586000000.0, 23468800000.0, post
0.33, -0.33344, -0.0415748, 0.695607, 0.994726, 0.102499, -0.00378975, 1.23939, 12.1898, 0.994726, 90.5, 592452000000.0, 618.37, 12.9332, 26598500000.0, 29020600000.0, post
