a, center_x, center_y, center_z, L_x, L_y, L_z, bulk_velocity_x, bulk_velocity_y, bulk_velocity_z, Rvir, Mvir, Lmag, sfr, Mstar, Mgas, compaction_stage
0.28, 0.160804, 0.139585, 28.0978, 0.241159, 0.610085, -0.754744, 0.70308, -8.62047, 0.241159, 56.25, 224900000000.0, 671.658, 4.97967, 17906700000.0, 7676210000.0, post
0.29, 0.0938298, -0.0751838, 27.5473, 0.157961, 0.536296, -0.829117, -22.115, -14.2969, 0.157961, 58.5, 226443000000.0, 655.071, 2.73211, 18260000000.0, 7325920000.0, post
0.3, -0.356406, -0.162677, 11.9682, 0.233325, 0.474794, -0.848605, -21.7238, -22.7248, 0.233325, 61.0, 231563000000.0, 696.496, 2.67351, 18496500000.0, 7141360000.0, post
0.31, -0.0228842, -0.323014, 11.6196, 0.166444, 0.478454, -0.862194, -10.4491, -12.4171, 0.166444, 63.5, 237407000000.0, 737.679, 2.53457, 18815100000.0, 6900320000.0, post
0.32, -0.352702, -0.300496, 5.02239, 0.132262, 0.438438, -0.888976, -12.1648, -1.87853, 0.132262, 66.25, 248208000000.0, 751.109, 2.17792, 19097600000.0, 6716240000.0, post
0.33, 0.417745, 0.0244137, 35.3237, 0.0761945, 0.380426, -0.921667, 4.83168, -4.86833, 0.0761945, 69.5, 265494000000.0, 734.169, 2.61571, 19539500000.0, 7374870000.0, post
0.34, 0.180581, -0.100413, 14.9102, 0.119003, 0.240214, -0.963398, 9.32656, 3.3017, 0.119003, 73.5, 285482000000.0, 692.391, 1.76516, 19904500000.0, 9226740000.0, post
0.35, 0.142203, -0.153442, 7.7136, 0.125418, 0.132731, -0.983185, -15.4396, -10.963, 0.125418, 75.75, 289710000000.0, 675.288, 1.59829, 20105100000.0, 10437400000.0, post
0.36, 0.282671, -0.0270534, 19.2782, 0.133814, 0.0967705, -0.98627, -12.3013, -5.82173, 0.133814, 77.75, 287199000000.0, 731.516, 1.27523, 20322600000.0, 11091400000.0, post
0.37, 0.247265, -0.0838063, 22.8591, 0.241908, 0.0821139, -0.966818, -11.4132, 8.89958, 0.241908, 79.5, 286062000000.0, 620.372, 1.14351, 20414700000.0, 11755800000.0, post
0.38, -0.0415347, -0.264628, 2.99324, 0.388168, 0.095619, -0.916615, 7.6717, -13.9661, 0.388168, 81.0, 282827000000.0, 503.421, 2.76219, 20701900000.0, 10840200000.0, post
0.39, -0.403223, -0.302515, -19.2364, 0.397486, 0.0550908, -0.915953, -3.00956, -16.6828, 0.397486, 83.75, 288661000000.0, 447.08, 1.91807, 20979300000.0, 10071200000.0, post
0.4, 0.275391, -0.232265, 7.46728, 0.396135, -0.0730448, -0.915282, 5.16888, -9.01386, 0.396135, 86.0, 291599000000.0, 453.508, 1.3365, 21218600000.0, 9667110000.0, post
0.41, -0.159517, 0.30738, 36.053, 0.497986, 0.631139, -0.594705, 13.8173, -29.5767, 0.497986, 87.5, 288595000000.0, 284.69, 1.75543, 21483100000.0, 9986200000.0, post
0.42, -0.223786, 0.0249346, 57.2606, -0.062059, 0.885028, 0.461383, -4.18779, 15.999, -0.062059, 89.5, 287390000000.0, 681.442, 2.37381, 21660700000.0, 9606750000.0, post
0.43, -0.034095, -0.243512, 73.9244, -0.178935, 0.733654, 0.655541, 24.3794, 1.49088, -0.178935, 91.25, 285202000000.0, 1011.89, 1.62553, 21906000000.0, 8793390000.0, post
0.44, 0.123526, 0.00227136, 71.316, -0.265161, 0.596232, 0.757758, 31.8056, 13.0014, -0.265161, 93.0, 284325000000.0, 1065.29, 1.2725, 22096700000.0, 8516450000.0, post
0.45, -1.32197, 0.573711, 77.5482, -0.361874, 0.494551, 0.790232, 7.94632, 30.2374, -0.361874, 94.25, 280601000000.0, 1173.94, 1.45927, 22219300000.0, 8403370000.0, post
0.46, -0.773332, -0.115145, 28.0371, -0.561226, 0.301425, 0.770823, -9.37663, 41.2661, -0.561226, 96.0, 276946000000.0, 1277.11, 1.05362, 22329600000.0, 8185370000.0, post
0.47, -0.18666, -0.75813, -13.3939, -0.63426, 0.240508, 0.734758, -1.66556, -8.29651, -0.63426, 97.25, 274063000000.0, 1288.33, 1.17517, 22475900000.0, 7799950000.0, post
0.48, -0.562355, -1.76178, -5.47016, -0.711323, 0.226453, 0.665386, -7.7026, -8.64002, -0.711323, 99.0, 272367000000.0, 1290.01, 0.716791, 22633900000.0, 7675240000.0, post
0.49, 1.77651, -2.37574, -36.6822, -0.774348, 0.170753, 0.609285, -1.24016, -47.3868, -0.774348, 100.5, 269695000000.0, 1406.85, 1.36408, 22665500000.0, 7497780000.0, post
0.5, -0.158668, -1.84523, 7.12725, -0.831116, 0.0872353, 0.549214, 33.2237, 10.5033, -0.831116, 102.0, 266419000000.0, 1192.5, 0.895326, 22724600000.0, 7207420000.0, post
0.51, 0.694568, -0.83864, 1.17628, -0.872946, -0.0131331, 0.48764, 27.0043, 14.1585, -0.872946, 103.5, 263465000000.0, 1106.62, 1.55717, 22884900000.0, 6889980000.0, post
0.52, 0.266559, -0.816504, 0.831944, -0.900302, -0.115749, 0.419594, 3.6853, 6.6953, -0.900302, 105.0, 260310000000.0, 1070.8, 1.80122, 23256200000.0, 6451750000.0, post
0.53, -0.233018, 0.745016, -12.6046, -0.881266, -0.242847, 0.405457, 46.5523, -7.96367, -0.881266, 106.25, 257462000000.0, 1113.51, 1.37788, 23443400000.0, 5926130000.0, post
0.54, -0.382747, -1.78918, -3.52296, -0.858033, -0.360123, 0.366183, -0.232901, -17.1796, -0.858033, 107.75, 255014000000.0, 1177.76, 0.958006, 23578600000.0, 5532950000.0, post
0.55, -0.136978, -1.49559, -13.2005, -0.827414, -0.434856, 0.355368, 25.7942, -9.22437, -0.827414, 109.0, 252540000000.0, 1153.05, 1.33475, 23706600000.0, 5045660000.0, post
0.56, 0.583626, -0.811645, -23.3232, -0.798586, -0.490619, 0.348645, 33.9307, -12.3142, -0.798586, 110.5, 250394000000.0, 1165.17, 0.912866, 23806500000.0, 4577190000.0, post
