a, center_x, center_y, center_z, L_x, L_y, L_z, bulk_velocity_x, bulk_velocity_y, bulk_velocity_z, Rvir, Mvir, Lmag, sfr, Mstar, Mgas, compaction_stage
0.11, 0.0630284, -0.0639104, 31.371, 0.0393105, -0.685338, -0.727163, -2.39597, 13.4943, 0.0393105, 6.75, 6554120000.0, 20.7848, 0.0513882, 7345900.0, 885432000.0, pre
0.12, 0.0451301, -0.107431, -27.6797, 0.627686, 0.653511, 0.423005, 19.248, 2.22586, 0.627686, 9.5, 14068600000.0, 10.4343, 0.665702, 62530300.0, 1510460000.0, pre
0.13, -0.0245914, 0.0206424, 1.22874, 0.935673, -0.321505, -0.145435, -2.97316, -8.10692, 0.935673, 11.25, 18253800000.0, 9.01294, 1.33267, 182322000.0, 1699060000.0, pre
0.14, -0.174267, 0.0761781, 10.3016, -0.343322, 0.183976, 0.921023, 19.619, -3.21505, -0.343322, 13.25, 23754600000.0, 27.4924, 1.26272, 286643000.0, 1795800000.0, pre
0.15, 0.0642168, 0.00199184, 0.896368, 0.51181, 0.574787, 0.63849, -1.48335, 2.38547, 0.51181, 15.25, 29115100000.0, 26.898, 2.20775, 481734000.0, 2198320000.0, pre
0.16, -0.0526674, -0.0242337, 1.10387, 0.473368, 0.609563, -0.63589, 9.80045, 2.03128, 0.473368, 19.25, 49125900000.0, 18.4254, 3.48834, 777254000.0, 5238570000.0, pre
0.17, 0.158405, 0.0511327, 17.3257, -0.312151, 0.305218, -0.899669, -12.1331, -10.1114, -0.312151, 25.25, 92061900000.0, 53.0275, 5.75245, 1368260000.0, 9519830000.0, pre
0.18, 0.246601, 0.171124, 30.1862, 0.706496, 0.657208, -0.262564, -0.764037, -1.62089, 0.706496, 29.5, 124112000000.0, 134.231, 3.67081, 1746240000.0, 11982800000.0, during
0.19, -0.0331258, -0.114236, -19.1668, 0.49141, 0.756099, -0.432238, 6.66101, 15.8883, 0.49141, 34.25, 166965000000.0, 37.9295, 11.109, 2846300000.0, 14766600000.0, during
0.2, 0.00182001, -0.0201896, -5.72537, -0.225799, 0.930147, 0.289555, -3.58382, 0.173507, -0.225799, 39.25, 211289000000.0, 32.3311, 28.8148, 5903850000.0, 16268900000.0, during
0.21, 0.0491357, 0.0352851, 11.7636, 0.348192, 0.833225, -0.429532, 2.07198, 20.3235, 0.348192, 42.5, 227661000000.0, 129.755, 29.3932, 11287000000.0, 13293100000.0, during
0.22, -0.0540815, -0.285581, -1.90728, 0.456136, 0.659624, -0.597358, -1.32308, 4.72979, 0.456136, 44.5, 228025000000.0, 224.445, 13.3991, 12892200000.0, 11481300000.0, during
0.23, -0.325886, -0.291627, -18.1935, 0.288367, 0.537238, -0.792603, -10.6664, -12.0919, 0.288367, 46.0, 219660000000.0, 344.711, 12.2741, 14375200000.0, 10543100000.0, during
0.24, -0.266227, -0.206506, -6.68636, 0.34188, 0.440013, -0.830365, 2.67684, -9.93161, 0.34188, 48.0, 218715000000.0, 409.615, 8.49061, 15303100000.0, 10226100000.0, post
0.25, 0.190419, 0.0837643, 36.3944, 0.291867, 0.490333, -0.821211, -24.8722, -0.952333, 0.291867, 50.5, 225902000000.0, 484.145, 10.6206, 16405800000.0, 9699300000.0, post
0.26, 0.165878, 0.0320378, 25.8939, 0.232007, 0.560231, -0.795182, -0.685848, -2.14413, 0.232007, 52.75, 231147000000.0, 542.873, 5.41056, 17027500000.0, 9162720000.0, post
0.27, -0.194808, -0.348001, 0.400732, 0.141523, 0.56092, -0.815684, -4.97596, -1.62778, 0.141523, 54.75, 230144000000.0, 574.535, 4.96072, 17469800000.0, 8573530000.0, post
